id,name,province,province_code,postcode_area,type,map_reference,latitude,longitude,census_division,area_code,time_zone
10943,Lynn,Nova Scotia,NS,B0M,Unincorporated area,021H08,45.51724,-64.10058,Colchester,902,America/Halifax
10944,Lyons Brook,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.66846,-62.78739,Pictou,902,America/Halifax
10945,Mabou,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.07198,-61.39240,Inverness,902,America/Halifax
10946,Mabou Harbour,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.08491,-61.41965,Inverness,902,America/Halifax
10947,Mabou Harbour Mouth,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.08938,-61.45999,Inverness,902,America/Halifax
10948,Mabou Mines,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.11931,-61.46512,Inverness,902,America/Halifax
10949,Mabou Station,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.06925,-61.39852,Inverness,902,America/Halifax
10950,MacAulays Hill,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.14081,-60.68161,Victoria,902,America/Halifax
10951,MacBains Corner,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.64618,-63.12498,Colchester,902,America/Halifax
10952,Maccan,Nova Scotia,NS,B0L,Unincorporated area,021H09,45.72566,-64.25183,Cumberland,902,America/Halifax
10953,Maccan Woods,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.71460,-64.31246,Cumberland,902,America/Halifax
10954,MacCormicks Corner,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.15610,-61.27595,Inverness,902,America/Halifax
10955,MacDonalds Glen,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.13818,-61.45548,Inverness,902,America/Halifax
10956,MacDonalds Mountain,Nova Scotia,NS,B0E,Unincorporated area,011K07,46.42589,-60.71052,Victoria,902,America/Halifax
10957,MacIntyre Lake,Nova Scotia,NS,B9A,Unincorporated area,011F11,45.64747,-61.27904,Inverness,902,America/Halifax
10958,MacKays Corner,Nova Scotia,NS,B0K,Unincorporated area,011E15,45.76314,-62.82364,Pictou,902,America/Halifax
10959,MacKay Siding,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.16674,-63.31601,Colchester,902,America/Halifax
10960,Mackdale,Nova Scotia,NS,B9A,Unincorporated area,011F11,45.67735,-61.35037,Inverness,902,America/Halifax
10961,MacKinnons Brook,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.15914,-61.44153,Inverness,902,America/Halifax
10962,MacLeod Settlement,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.94648,-61.35784,Inverness,902,America/Halifax
10963,MacLeods Point,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.24574,-60.59915,Victoria,902,America/Halifax
10964,MacNabs Cove,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.73362,-60.72138,Richmond,902,America/Halifax
10965,MacNeils Vale,Nova Scotia,NS,B2C,Unincorporated area,011K02,46.02390,-60.79776,Victoria,902,America/Halifax
10966,MacPhees Corner,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.11713,-63.53899,Hants,902,America/Halifax
10967,MacPherson Lake,Nova Scotia,NS,B0E,Unincorporated area,011F06,45.43794,-61.42807,Guysborough,902,America/Halifax
10968,Maders Cove,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.43494,-64.35436,Lunenburg,902,America/Halifax
10969,Mahone Bay,Nova Scotia,NS,B0J,Town,021A08,44.44671,-64.37799,Lunenburg,902,America/Halifax
10970,Mahoneys Beach,Nova Scotia,NS,B2G,Unincorporated area,011F12,45.70513,-61.90050,Antigonish,902,America/Halifax
10971,Mahoneys Corner,Nova Scotia,NS,B0K,Unincorporated area,011E12,45.69026,-63.62829,Cumberland,902,America/Halifax
10972,Main-à-Dieu,Nova Scotia,NS,B1C,Unincorporated area,011J04,46.00518,-59.84622,Cape Breton,902,America/Glace_Bay
10973,Maitland,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.42602,-64.45744,Lunenburg,902,America/Halifax
10974,Maitland,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.31802,-63.49746,Hants,902,America/Halifax
10975,Maitland Bridge,Nova Scotia,NS,B0S,Unincorporated area,021A06,44.44711,-65.20129,Annapolis,902,America/Halifax
10976,Maitland Forks,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.43756,-64.49712,Lunenburg,902,America/Halifax
10977,Malagash,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.77223,-63.37695,Cumberland,902,America/Halifax
10978,Malagash Centre,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.77160,-63.30955,Cumberland,902,America/Halifax
10979,Malagash Mine,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.79246,-63.32465,Cumberland,902,America/Halifax
10980,Malagash Point,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.79972,-63.26578,Cumberland,902,America/Halifax
10981,Malagash Station,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.76055,-63.41376,Cumberland,902,America/Halifax
10982,Malagawatch,Nova Scotia,NS,B0E,Unincorporated area,011F15,45.83940,-60.98491,Inverness,902,America/Halifax
10983,Malay Falls,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.98676,-62.48218,Halifax,902,America/Halifax
10984,Malignant Cove,Nova Scotia,NS,B2G,Unincorporated area,011E16,45.78394,-62.08160,Antigonish,902,America/Halifax
10985,Manassette Lake,Nova Scotia,NS,B0E,Unincorporated area,011F06,45.43312,-61.35867,Guysborough,902,America/Halifax
10986,Manchester,Nova Scotia,NS,B0H,Unincorporated area,011F06,45.45259,-61.46825,Guysborough,902,America/Halifax
10987,Manganese Mines,Nova Scotia,NS,B6L,Unincorporated area,011E06,45.40955,-63.14708,Colchester,902,America/Halifax
10988,Mansfield,Nova Scotia,NS,B4H,Unincorporated area,011E13,45.80362,-63.93858,Cumberland,902,America/Halifax
10989,Mantua,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.00323,-64.04520,Hants,902,America/Halifax
10990,Maple Brook,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.81426,-61.27774,Inverness,902,America/Halifax
10991,Maple Grove,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.25930,-63.54096,Hants,902,America/Halifax
10992,Maple Ridge,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.70319,-62.14531,Antigonish,902,America/Halifax
10993,Mapleton,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.58212,-64.14672,Cumberland,902,America/Halifax
10994,Maplewood,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.62695,-64.62225,Lunenburg,902,America/Halifax
10995,Marble Hill,Nova Scotia,NS,B0E,Unincorporated area,011K04,46.03764,-61.54325,Inverness,902,America/Halifax
10996,Marble Mountain,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.81832,-61.04252,Inverness,902,America/Halifax
10997,Marconi Towers,Nova Scotia,NS,B1B,Unincorporated area,011J04,46.16181,-59.96267,Cape Breton,902,America/Glace_Bay
10998,Margaree,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.39714,-61.07481,Inverness,902,America/Halifax
10999,Margaree Brook,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.31588,-61.08060,Inverness,902,America/Halifax
11000,Margaree Centre,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.34697,-60.99977,Inverness,902,America/Halifax
11001,Margaree Forks,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.33290,-61.09607,Inverness,902,America/Halifax
11002,Margaree Harbour,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.43915,-61.10911,Inverness,902,America/Halifax
11003,Margaree Valley,Nova Scotia,NS,B0E,Unincorporated area,011K07,46.35587,-60.97170,Inverness,902,America/Halifax
11004,Margaretsville,Nova Scotia,NS,B0S,Unincorporated area,021H03,45.04805,-65.06453,Annapolis,902,America/Halifax
11005,Margo,Nova Scotia,NS,B0W,Unincorporated area,021B08,44.32666,-66.01724,Digby,902,America/Halifax
11006,Marie Joseph,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.97299,-62.08355,Guysborough,902,America/Halifax
11007,Marinette,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.97338,-62.65624,Halifax,902,America/Halifax
11008,Marion Bridge,Nova Scotia,NS,B1K,Unincorporated area,011F16,45.98088,-60.21233,Cape Breton,902,America/Glace_Bay
11009,Marion Bridge Road,Nova Scotia,NS,B1K,Unincorporated area,011F16,45.97103,-60.22584,Cape Breton,902,America/Glace_Bay
11010,Markland,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.03107,-62.96149,Halifax,902,America/Halifax
11011,Maroon Hill,Nova Scotia,NS,B4E,Unincorporated area,011D13,44.79426,-63.71938,Halifax,902,America/Halifax
11012,Marriotts Cove,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.55583,-64.27014,Lunenburg,902,America/Halifax
11013,Marsh,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.50607,-62.25193,Pictou,902,America/Halifax
11014,Marshall Point,Nova Scotia,NS,B0H,Unincorporated area,011F06,45.39943,-61.47569,Guysborough,902,America/Halifax
11015,Marshalls Crossing,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.64010,-62.63661,Pictou,902,America/Halifax
11016,Marshalltown,Nova Scotia,NS,B0V,Unincorporated area,021A12,44.57954,-65.80992,Digby,902,America/Halifax
11017,Marsh Brook,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.37698,-61.00583,Inverness,902,America/Halifax
11018,Marshdale,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.47277,-62.71969,Pictou,902,America/Halifax
11019,Marshes (West Bay),Nova Scotia,NS,B0E,Unincorporated area,011F14,45.74826,-61.15956,Inverness,902,America/Halifax
11020,Marshville,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.75229,-63.12431,Pictou,902,America/Halifax
11021,Marshy Hope,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.58769,-62.19876,Pictou,902,America/Halifax
11022,Martinique,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.58242,-61.05041,Richmond,902,America/Halifax
11023,Martins Brook,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.40520,-64.34436,Lunenburg,902,America/Halifax
11024,Martins Point,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.49734,-64.31975,Lunenburg,902,America/Halifax
11025,Martins River,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.48582,-64.33388,Lunenburg,902,America/Halifax
11026,Martock,Nova Scotia,NS,B0N,Unincorporated area,021A16,44.95156,-64.16039,Hants,902,America/Halifax
11027,Marvins Island,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.55490,-64.29991,Lunenburg,902,America/Halifax
11028,Marydale,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.53419,-61.86135,Antigonish,902,America/Halifax
11029,Maryvale,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.73515,-62.04388,Antigonish,902,America/Halifax
11030,Maryville,Nova Scotia,NS,B0E,Unincorporated area,011F13,45.93909,-61.51535,Inverness,902,America/Halifax
11031,Mason Point,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.13059,-61.22759,Inverness,902,America/Halifax
11032,Masons Beach,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.36385,-64.32545,Lunenburg,902,America/Halifax
11033,Masons Point,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.66861,-63.91484,Halifax,902,America/Halifax
11034,Masstown,Nova Scotia,NS,B0M,Unincorporated area,011E06,45.38796,-63.48223,Colchester,902,America/Halifax
11035,Mattatall Lake,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.68075,-63.47694,Colchester,902,America/Halifax
11036,Mattie Settlement,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.59437,-61.55850,Antigonish,902,America/Halifax
11037,Mavillette,Nova Scotia,NS,B0W,Unincorporated area,021B01,44.11002,-66.18246,Digby,902,America/Halifax
11038,Maxwellton,Nova Scotia,NS,B0W,Unincorporated area,021B01,44.16371,-66.05376,Digby,902,America/Halifax
11039,Mayflower,Nova Scotia,NS,B0W,Unincorporated area,021B01,44.08335,-66.09841,Digby,902,America/Halifax
11040,McAdams Lake,Nova Scotia,NS,B2A,Unincorporated area,011K01,46.04071,-60.45174,Cape Breton,902,America/Glace_Bay
11041,McArras Brook,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.73207,-62.20507,Antigonish,902,America/Halifax
11042,McCallum Settlement,Nova Scotia,NS,B6L,Unincorporated area,011E06,45.49150,-63.25684,Colchester,902,America/Halifax
11043,McCormack Lake,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.54111,-63.86398,Colchester,902,America/Halifax
11044,McCoys Ridge,Nova Scotia,NS,B0W,Unincorporated area,021A03,44.18098,-65.47832,Yarmouth,902,America/Halifax
11045,McCreadyville,Nova Scotia,NS,B1Y,Unincorporated area,011K08,46.31102,-60.29093,Cape Breton,902,America/Glace_Bay
11046,McCurdys Corner,Nova Scotia,NS,B6L,Unincorporated area,011E06,45.38754,-63.30460,Colchester,902,America/Halifax
11047,McGee Lake,Nova Scotia,NS,B4N,Unincorporated area,021H02,45.00275,-64.59030,Kings,902,America/Halifax
11048,McGraths Cove,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.50788,-63.85146,Halifax,902,America/Halifax
11049,McGraths Mountain,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.53956,-62.35818,Pictou,902,America/Halifax
11050,McIntyres Mountain,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.77330,-61.37077,Inverness,902,America/Halifax
11051,McKays Corner,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.18976,-59.98968,Cape Breton,902,America/Glace_Bay
11052,McKay Section,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.00918,-63.95908,Hants,902,America/Halifax
11053,McKinnons Harbour,Nova Scotia,NS,B2C,Unincorporated area,011F15,45.95092,-60.89859,Victoria,902,America/Halifax
11054,McLellans Brook,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.54600,-62.60351,Pictou,902,America/Halifax
11055,McLellans Mountain,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.50348,-62.53252,Pictou,902,America/Halifax
11056,McLeods Crossing,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.18394,-59.99879,Cape Breton,902,America/Glace_Bay
11057,McMillan Brook,Nova Scotia,NS,B0C,Unincorporated area,011K10,46.52719,-60.71374,Victoria,902,America/Halifax
11058,McNabs Island,Nova Scotia,NS,B3G,Unincorporated area,011D12,44.61963,-63.53730,Halifax,902,America/Halifax
11059,McNutts Island,Nova Scotia,NS,B0T,Unincorporated area,020P11,43.64602,-65.30150,Shelburne,902,America/Halifax
11060,McPhersons Mills,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.54436,-62.51562,Pictou,902,America/Halifax
11061,Meadow,Nova Scotia,NS,B0E,Unincorporated area,011K07,46.31526,-60.65363,Victoria,902,America/Halifax
11062,Meadow Green,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.54920,-61.83266,Antigonish,902,America/Halifax
11063,Meadow Springs,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.50523,-62.37751,Pictou,902,America/Halifax
11064,Meadows Road,Nova Scotia,NS,B1L,Unincorporated area,011K01,46.03623,-60.29335,Cape Breton,902,America/Glace_Bay
11065,Meadowvale,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.17723,-63.03644,Colchester,902,America/Halifax
11066,Meadowvale,Nova Scotia,NS,B0P,Unincorporated area,021A15,44.95684,-64.96882,Annapolis,902,America/Halifax
11067,Meadowview,Nova Scotia,NS,B4N,Unincorporated area,021H02,45.08202,-64.50631,Kings,902,America/Halifax
11068,Meadowville,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.68778,-62.91760,Pictou,902,America/Halifax
11069,Meagher,Nova Scotia,NS,B0N,Unincorporated area,011D14,44.93353,-63.24286,Halifax,902,America/Halifax
11070,Meagher,Nova Scotia,NS,B0T,Unincorporated area,021A06,44.39621,-65.05562,Queens,902,America/Halifax
11071,Meaghers Grant,Nova Scotia,NS,B0N,Unincorporated area,011D14,44.93487,-63.23467,Halifax,902,America/Halifax
11072,Meaghers Hill,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.49257,-61.54159,Guysborough,902,America/Halifax
11073,Meat Cove,Nova Scotia,NS,B0E,Unincorporated area,011N02,47.02385,-60.56017,Inverness,902,America/Halifax
11074,Medford,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.17909,-64.36665,Kings,902,America/Halifax
11075,Meiklefield,Nova Scotia,NS,B2H,Unincorporated area,011E09,45.53419,-62.46920,Pictou,902,America/Halifax
11076,Meisners Section,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.59833,-64.77083,Lunenburg,902,America/Halifax
11077,Melanson,Nova Scotia,NS,B4P,Unincorporated area,021H01,45.07516,-64.31668,Kings,902,America/Halifax
11078,Melbourne,Nova Scotia,NS,B0W,Unincorporated area,020O16,43.78404,-66.05510,Yarmouth,902,America/Halifax
11079,Melford,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.87073,-61.26113,Inverness,902,America/Halifax
11080,Melmerby Beach,Nova Scotia,NS,B2H,Unincorporated area,011E09,45.66161,-62.51686,Pictou,902,America/Halifax
11081,Melrose,Nova Scotia,NS,B0H,Unincorporated area,011E08,45.26145,-62.04043,Guysborough,902,America/Halifax
11082,Melrose Hill,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.08300,-61.30014,Inverness,902,America/Halifax
11083,Melvern Square,Nova Scotia,NS,B0P,Unincorporated area,021A15,44.99187,-64.98838,Annapolis,902,America/Halifax
11084,Melville,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.63341,-61.29926,Richmond,902,America/Halifax
11085,Melville,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.78891,-63.02775,Pictou,902,America/Halifax
11086,Melville Cove,Nova Scotia,NS,B3P,Unincorporated area,011D12,44.63380,-63.61421,Halifax,902,America/Halifax
11087,Membertou,Nova Scotia,NS,B1S,Unincorporated area,011K01,46.11506,-60.19046,Cape Breton,902,America/Glace_Bay
11088,Merigomish,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.63020,-62.43182,Pictou,902,America/Halifax
11089,Merland,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.57696,-61.67047,Antigonish,902,America/Halifax
11090,Mersey Point,Nova Scotia,NS,B0T,Unincorporated area,021A02,44.02678,-64.68025,Queens,902,America/Halifax
11091,Meteghan,Nova Scotia,NS,B0W,Unincorporated area,021B01,44.18835,-66.16167,Digby,902,America/Halifax
11092,Meteghan Centre,Nova Scotia,NS,B0W,Unincorporated area,021B01,44.20169,-66.14234,Digby,902,America/Halifax
11093,Meteghan River,Nova Scotia,NS,B0W,Unincorporated area,021B01,44.21865,-66.14187,Digby,902,America/Halifax
11094,Meteghan Station,Nova Scotia,NS,B0W,Unincorporated area,021B01,44.20827,-66.08924,Digby,902,America/Halifax
11095,Micmac,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.09588,-63.49018,Hants,902,America/Halifax
11096,Micmac,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.61498,-62.52789,Pictou,902,America/Halifax
11097,Micmac Village,Nova Scotia,NS,B3A,Unincorporated area,011D12,44.68953,-63.56925,Halifax,902,America/Halifax
11098,Middle Barneys River,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.50634,-62.31255,Pictou,902,America/Halifax
11099,Middleboro,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.75635,-63.57247,Cumberland,902,America/Halifax
11100,Middle Cape,Nova Scotia,NS,B1J,Unincorporated area,011F15,45.86719,-60.61495,Cape Breton,902,America/Glace_Bay
11101,Middle Clyde River,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.84214,-65.51732,Shelburne,902,America/Halifax
11102,Middle Country Harbour,Nova Scotia,NS,B0H,Unincorporated area,011F04,45.23679,-61.76709,Guysborough,902,America/Halifax
11103,Middle East Pubnico,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.64464,-65.76517,Yarmouth,902,America/Halifax
11104,Middlefield,Nova Scotia,NS,B0T,Unincorporated area,021A02,44.20888,-64.86451,Queens,902,America/Halifax
11105,Middle LaHave,Nova Scotia,NS,B4V,Unincorporated area,021A08,44.32126,-64.40816,Lunenburg,902,America/Halifax
11106,Middle Melford,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.52931,-61.29347,Guysborough,902,America/Halifax
11107,Middle Musquodoboit,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.04301,-63.14697,Halifax,902,America/Halifax
11108,Middle New Cornwall,Nova Scotia,NS,B0J,Unincorporated area,021A10,44.50410,-64.52525,Lunenburg,902,America/Halifax
11109,Middle Ohio,Nova Scotia,NS,B0T,Unincorporated area,020P14,43.92604,-65.40584,Shelburne,902,America/Halifax
11110,Middle Pereau,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.18889,-64.38611,Kings,902,America/Halifax
11111,Middle Porters Lake,Nova Scotia,NS,B3E,Unincorporated area,011D11,44.70455,-63.29452,Halifax,902,America/Halifax
11112,Middle River,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.15713,-60.92404,Victoria,902,America/Halifax
11113,Middle River,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.56688,-64.29127,Lunenburg,902,America/Halifax
11114,Middle Sackville,Nova Scotia,NS,B4E,Unincorporated area,011D13,44.77644,-63.69605,Halifax,902,America/Halifax
11115,Middle Stewiacke,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.22664,-63.13626,Colchester,902,America/Halifax
11116,Middleton,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.71659,-63.17932,Colchester,902,America/Halifax
11117,Middleton,Nova Scotia,NS,B0S,Town,021A14,44.94258,-65.06819,Annapolis,902,America/Halifax
11118,Middleton,Nova Scotia,NS,B2G,Unincorporated area,011F05,45.42691,-61.99668,Antigonish,902,America/Halifax
11119,Middleton Corner,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.72146,-63.16452,Colchester,902,America/Halifax
11120,Middle Village,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.51011,-63.88801,Halifax,902,America/Halifax
11121,Middle West Pubnico,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.65445,-65.80208,Yarmouth,902,America/Halifax
11122,Middlewood,Nova Scotia,NS,B4V,Unincorporated area,021A02,44.22376,-64.57260,Lunenburg,902,America/Halifax
11123,Midville Branch,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.42393,-64.63633,Lunenburg,902,America/Halifax
11124,Milford,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.04098,-63.43842,Hants,902,America/Halifax
11125,Milford,Nova Scotia,NS,B0S,Unincorporated area,021A11,44.58934,-65.41378,Annapolis,902,America/Halifax
11126,Milford Station,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.04080,-63.43636,Hants,902,America/Halifax
11127,Militia Point,Nova Scotia,NS,B0E,Unincorporated area,011F15,45.84591,-60.94685,Inverness,902,America/Halifax
11128,Millbrook,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.50465,-62.81721,Pictou,902,America/Halifax
11129,Millbrook,Nova Scotia,NS,B2N,Unincorporated area,011E06,45.33004,-63.30021,Colchester,902,America/Halifax
11130,Mill Brook,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.66610,-63.37815,Colchester,902,America/Halifax
11131,Mill Cove,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.59101,-64.06410,Lunenburg,902,America/Halifax
11132,Mill Creek,Nova Scotia,NS,B0L,Unincorporated area,021H16,45.76573,-64.38196,Cumberland,902,America/Halifax
11133,Mill Creek,Nova Scotia,NS,B1Y,Unincorporated area,011K08,46.27677,-60.30082,Cape Breton,902,America/Glace_Bay
11134,Miller Creek,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.01029,-64.06600,Hants,902,America/Halifax
11135,Miller Road,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.84508,-63.61994,Cumberland,902,America/Halifax
11136,Millers Corner,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.63548,-64.07655,Cumberland,902,America/Halifax
11137,Millers Corner,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.19198,-63.68953,Hants,902,America/Halifax
11138,Mill Lake,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.64545,-64.08867,Lunenburg,902,America/Halifax
11139,Mill Lake,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.12225,-62.90915,Halifax,902,America/Halifax
11140,Mill Pond,Nova Scotia,NS,B1Y,Unincorporated area,011K08,46.30686,-60.35429,Cape Breton,902,America/Glace_Bay
11141,Mill Road,Nova Scotia,NS,B0J,Unincorporated area,021A16,44.78206,-64.44867,Lunenburg,902,America/Halifax
11142,Mill Section,Nova Scotia,NS,B0N,Unincorporated area,021A16,44.89618,-64.20788,Hants,902,America/Halifax
11143,Millstream,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.44872,-62.65033,Pictou,902,America/Halifax
11144,Millsville,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.61542,-62.89952,Pictou,902,America/Halifax
11145,Millvale,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.63717,-63.81721,Cumberland,902,America/Halifax
11146,Millview,Nova Scotia,NS,B4A,Unincorporated area,011D12,44.70934,-63.67035,Halifax,902,America/Halifax
11147,Mill Village,Nova Scotia,NS,B0J,Unincorporated area,021A02,44.14510,-64.64866,Queens,902,America/Halifax
11148,Mill Village,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.10276,-63.45843,Hants,902,America/Halifax
11149,Millville,Nova Scotia,NS,B0P,Unincorporated area,021H02,44.99575,-64.81713,Kings,902,America/Halifax
11150,Millville,Nova Scotia,NS,B1Y,Unincorporated area,011K08,46.27168,-60.34056,Cape Breton,902,America/Glace_Bay
11151,Milton,Nova Scotia,NS,B0T,Unincorporated area,021A02,44.05957,-64.75373,Queens,902,America/Halifax
11152,Milton,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.85118,-66.11560,Yarmouth,902,America/Halifax
11153,Milton Highlands,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.85559,-66.12536,Yarmouth,902,America/Halifax
11154,Minasville,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.28292,-63.81541,Hants,902,America/Halifax
11155,Mineville,Nova Scotia,NS,B2Z,Unincorporated area,011D11,44.69200,-63.37724,Halifax,902,America/Halifax
11156,Mink Cove,Nova Scotia,NS,B0V,Unincorporated area,021B08,44.46759,-66.10777,Digby,902,America/Halifax
11157,Minudie,Nova Scotia,NS,B0L,Unincorporated area,021H16,45.77526,-64.35288,Cumberland,902,America/Halifax
11158,Mira Gut,Nova Scotia,NS,B1B,Unincorporated area,011J04,46.03876,-59.96588,Cape Breton,902,America/Glace_Bay
11159,Miramichi,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.03168,-61.31301,Inverness,902,America/Halifax
11160,Mira Road,Nova Scotia,NS,B1M,Unincorporated area,011K01,46.10634,-60.15769,Cape Breton,902,America/Glace_Bay
11161,Mitchell Bay,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.94560,-62.17821,Halifax,902,America/Halifax
11162,Molega,Nova Scotia,NS,B0T,Unincorporated area,021A07,44.33647,-64.90428,Queens,902,America/Halifax
11163,Molega Lake,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.36974,-64.78982,Lunenburg,902,America/Halifax
11164,Molega North,Nova Scotia,NS,B0T,Unincorporated area,021A07,44.38084,-64.86284,Queens,902,America/Halifax
